skupina_diagnoz;kod_hlavnej_diagnozy;nazov_hlavnej_diagnozy;kod_markera;hodnota_markera;kod_ms;nazov_ms
Diagnózy v pracovnom lekárstve;d748;Iná methemoglobinémia;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;d749;Methemoglobinémia, bližšie neurčená;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;d77;Iné poruchy krvi a krvotvorných orgánov pri  chorobách zatriedených inde;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;l23-;Alergická kontaktná dermatitída;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;l24-;Iritačná kontaktná dermatitída;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;l25-;Kontaktná dermatitída, bližšie neurčená;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m18-;Artróza prvého karpometakarpového kĺbu;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m190-;Primárna artróza iných kĺbov;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m500;Poškodenie krčnej medzistavcovej platničky s myelopatiou (G99.2*);mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m501;Poškodenie krčnej medzistavcovej platničky s radikulopatiou;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m509;Poškodenie krčnej medzistavcovej platničky, bližšie neurčené;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m510;Poškodenie driekových a iných medzistavcových platničiek s myelopatiou (G99.2*);mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m511;Poškodenie driekových a iných medzistavcových platničiek s radikulopatiou (G55.1*);mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m512;Iná dislokácia medzistavcovej platničky, bližšie určená;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m513;Iná degenerácia medzistavcovej platničky, bližšie určená;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m518;Iné poškodenie medzistavcovej platničky, bližšie určené;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m5410;Radikulopatia na viacerých miestach chrbtice;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m5411;Radikulopatia v okcipito-atlanto-axiálnej oblasti;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m5412;Radikulopatia v krčnej oblasti;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m5413;Radikulopatia v krčnohrudníkovej oblasti;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m5414;Radikulopatia v hrudníkovej oblasti;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m5415;Radikulopatia v hrudníkovodriekovej oblasti;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m5416;Radikulopatia v driekovej oblasti;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m5417;Radikulopatia v driekovokrížovej oblasti;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m5418;Radikulopatia v krížovej a krížovokostrčovej oblasti;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m548-;Iná bolesť chrbta;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m549-;Bolesť chrbta, bližšie neurčená;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m70-;Choroba mäkkého tkaniva v súvislosti so zaťažovaním, preťažovaním a tlakom;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m750;Adhezívna kapsulitída pleca;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m751;Syndróm manžety rotátorov;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m752;Tendinitída m. biceps brachii;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m753;Vápenatejúca tendinitída pleca;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m754;Syndróm narazeného ramena;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m755;Burzitída pleca;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m770;Mediálna epikondylitída;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m771;Laterálna epikondylitída;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m772;Periartritída zápästia;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m774;Metatarzalgia;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m775;Iná entezopatia nohy;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;m851-;Fluoróza kostry;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;x504;Preťaženie a namáhavé alebo opakované pohyby - MU: Ulica a cesta;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;x505;Preťaženie a namáhavé alebo opakované pohyby - MU: Obchod a služby;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;x506;Preťaženie a namáhavé alebo opakované pohyby - MU: Priemyselné objekty;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;x507;Preťaženie a namáhavé alebo opakované pohyby - MU: Poľnohospodárske;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;x508;Preťaženie a namáhavé alebo opakované pohyby - MU: Iné špecifikované miesta;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;x509;Preťaženie a namáhavé alebo opakované pohyby - MU: Nešpecifikované miesto;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j300;Vazomotorická rinitída;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j302;Iná sezónna alergická rinitída;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j303;Iná alergická rinitída;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j380-;Obrna hlasiviek a hrtana;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j381;Polyp hlasivky a hrtana;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j382;Uzlíky hlasiviek;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j440-;Chronická obštrukčná choroba pľúc s akútnou infekciou dolných dýchacích ciest;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j441-;Chronická obštrukčná choroba pľúc s akútnou exacerbáciou choroby, bližšie neurčená;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j448-;Iná chronická obštrukčná choroba pľúc, bližšie určená;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j45-;Bronchiálna astma;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j60;Pneumokonióza baníkov uhoľných baní;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j61;Pneumokonióza zapríčinená azbestom a inými anorganickými vláknami;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j62-;Pneumokonióza zapríčinená prachom obsahujúcim kremík;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j63-;Pneumokonióza zapríčinená inými anorganickými prachmi;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j64;Pneumokonióza, bližšie neurčená;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j65;Pneumokonióza združená s tuberkulózou;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j66-;Choroba dýchacích ciest zapríčinená špecifickým organickým prachom;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j67-;Alergická alveolitída zapríčinená organickým prachom;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j68-;Choroby dýchacej sústavy zapríčinené chemikáliami, plynmi, dymom a výparmi;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j69-;Zápal pľúc, zapríčinený tuhými látkami a tekutinami;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j70-;Choroba dýchacích orgánov zapríčinená inými vonkajšími faktormi;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j84-;Iná choroba interstícia pľúc;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
Diagnózy v pracovnom lekárstve;j92-;Pohrudnicové zrasty;mODB;006;S36-08;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov v pracovnom lekárstve
