kod_vykonu;nazov_vykonu;kod_ms
5t69c2;Výmena medzitŕňového rozvierača na chrbtici, 2 segmenty;S55-32
5t69c3;Výmena medzitŕňového rozvierača na chrbtici, 3 a viac segmentov;S55-32
5t69d1;Odstránenie medzitŕňového rozvierača z chrbtice, 1 segment;S55-32
5t69d2;Odstránenie medzitŕňového rozvierača z chrbtice, 2 segmenty;S55-32
5t69d3;Odstránenie medzitŕňového rozvierača z chrbtice, 3 a viac segmentov;S55-32
5z111a;Stereotaktická rádiochirurgia;S55-32
5z1123;Roboticky asistovaný chirurgický výkon;S55-32
5z141;Konverzia endoskopického výkonu na otvorený;S55-32
5z142;Reoperácia;S55-32
5z143;Predčasné ukončenie operácie;S55-32
5z1602;Spinálny operačný výkon s využitím intraoperačného neuromonitoringu;S55-32
5t6251;Foraminotómia, 1 segment;S55-33
5t6252;Foraminotómia, 2 segmenty;S55-33
5t6253;Foraminotómia, 3 segmenty;S55-33
5t6254;Foraminotómia, 4 a viac segmentov;S55-33
5t6321;Kostná náhrada na chrbtici, použite autológnej spongiózy (štepu) alebo kortikospongiózneho štepu;S55-33
5t6300;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;S55-33
5t6301;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;S55-33
5t6310;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;S55-33
5t6311;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;S55-33
5t6320;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;S55-33
5t6322;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;S55-33
5t6323;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;S55-33
5t63x;Kostná náhrada na chrbtici, ostatné;S55-33
5t69x2;Odstránenie osteosyntetického materiálu z chrbtice;S55-33
5t6744;Komplexná kombinovaná ventrálna a dorzálna rekonštrukcia na krčnej chrbtici s fúziou (360 stupňov);S55-33
5t6745;Komplexná kombinovaná ventrálna a dorzálna rekonštrukcia na hrudníkovo- driekovej chrbtici s fúziou (360 stupňov);S55-33
5t69x4;Revízia po operácii chrbtice;S55-33
5a90461;Dorzálny prístup k Os sacrum a k Os coccygis;S55-33
5a90462;Ventrálny prístup k Os sacrum a Os coccygis;S55-33
5a90454;Kombinácia pararektal-retroperitoneálneho prístupu;S55-33
5a90455;Kombinácia torako-retroperitoneálne-retroperitoneálneho prístupu;S55-33
5z111a;Stereotaktická rádiochirurgia;S55-33
5z1123;Roboticky asistovaný chirurgický výkon;S55-33
5z141;Konverzia endoskopického výkonu na otvorený;S55-33
5z142;Reoperácia;S55-33
5z143;Predčasné ukončenie operácie;S55-33
5a90211;Laminotómia krčnej chrbtice, 1 segment;S55-34
5a90212;Laminotómia krčnej chrbtice, 2 segmenty;S55-34
5a90213;Laminotómia krčnej chrbtice, 3 a viac segmentov;S55-34
5a90221;Hemilaminektómia krčnej chrbtice, 1 segment;S55-34
5a90222;Hemilaminektómia krčnej chrbtice, 2 segmenty;S55-34
5a90223;Hemilaminektómia krčnej chrbtice, 3 a viac segmentov;S55-34
5a90231;Laminektómia krčnej chrbtice, 1 segment;S55-34
5a90232;Laminektómia krčnej chrbtice, 2 segmenty;S55-34
5a90233;Laminektómia krčnej chrbtice, 3 a viac segmentov;S55-34
5t6231;Parciálna artrektómia, 1 segment;S55-34
5t6232;Parciálna artrektómia, 2 segmenty;S55-34
5t6233;Parciálna artrektómia, 3 segmenty;S55-34
5t6234;Parciálna artrektómia, 4 a viac segmentov;S55-34
5t6241;Totálna artrektómia, 1 segment;S55-34
5t6242;Totálna artrektómia, 2 segmenty;S55-34
5t6243;Totálna artrektómia, 3 segmenty;S55-34
5t6244;Totálna artrektómia, 4 a viac segmentov;S55-34
5t6251;Foraminotómia, 1 segment;S55-34
5t6252;Foraminotómia, 2 segmenty;S55-34
5t6253;Foraminotómia, 3 segmenty;S55-34
5t6254;Foraminotómia, 4 a viac segmentov;S55-34
5t6601;Osteosyntéza chrbtice drôtovou serklážou, 1 segment;S55-34
5t6602;Osteosyntéza chrbtice drôtovou serklážou, 2 segmenty;S55-34
5t6603;Osteosyntéza chrbtice drôtovou serklážou, 3 segmenty;S55-34
5t6604;Osteosyntéza chrbtice drôtovou serklážou, 4 a viac segmentov;S55-34
5t6611;Osteosyntéza chrbtice skrutkou, 1 segment;S55-34
5t6612;Osteosyntéza chrbtice skrutkou, 2 segmenty;S55-34
5t6613;Osteosyntéza chrbtice skrutkou, 3 segmenty;S55-34
5t6614;Osteosyntéza chrbtice skrutkou, 4 a viac segmentov;S55-34
5t6631;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 1 segment;S55-34
5t6632;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 2 segmenty;S55-34
5t6633;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 3 segmenty;S55-34
5t6634;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-34
5t6641;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 1 segment;S55-34
5t6642;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 2 segmenty;S55-34
5t6643;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 3 segmenty;S55-34
5t6644;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-34
5t6651;Osteosyntéza chrbtice systémom skrutiek a tyčí, 1 segment;S55-34
5t6652;Osteosyntéza chrbtice systémom skrutiek a tyčí, 2 segmenty;S55-34
5t6653;Osteosyntéza chrbtice systémom skrutiek a tyčí, 3 segmenty;S55-34
5t6654;Osteosyntéza chrbtice systémom skrutiek a tyčí, 4 a viac segmentov;S55-34
5t66x1;Osteosyntéza chrbtice, ostatné: 1 segment;S55-34
5t66x2;Osteosyntéza chrbtice, ostatné: 2 segmenty;S55-34
5t66x3;Osteosyntéza chrbtice, ostatné: 3 segmenty;S55-34
5t66x4;Osteosyntéza chrbtice, ostatné: 4 a viac segmentov;S55-34
5t69x1;HALO fixácia chrbtice;S55-34
5t6211;Parciálna excízia tela stavca chrbtice, 1 segment;S55-34
5t6212;Parciálna excízia tela stavca chrbtice, 2 segmenty;S55-34
5t6213;Parciálna excízia tela stavca chrbtice, 3 segmenty;S55-34
5t6214;Parciálna excízia tela stavca chrbtice, 4 a viac segmentov;S55-34
5t621a;Parciálna resekcia  hemivertebry;S55-34
5t621b;Excízia kostného a kĺbneho tkaniva chrbtice dentis epistrophei;S55-34
5t6221;Totálna excízia tela stavca chrbtice, 1 segment;S55-34
5t6222;Totálna excízia tela stavca chrbtice, 2 segmenty;S55-34
5t6223;Totálna excízia tela stavca chrbtice, 3 segmenty;S55-34
5t6224;Totálna excízia tela stavca chrbtice, 4 a viac segmentov;S55-34
5t622a;Totálna resekcia hemivertebry, zadný prístup;S55-34
5t622b;Totálna resekcia hemivertebry, kombinovaný prístup;S55-34
5t6321;Kostná náhrada na chrbtici, použite autológnej spongiózy (štepu) alebo kortikospongiózneho štepu;S55-34
5t6300;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;S55-34
5t6301;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;S55-34
5t6310;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;S55-34
5t6311;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;S55-34
5t6320;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;S55-34
5t6322;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;S55-34
5t6323;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;S55-34
5t63x;Kostná náhrada na chrbtici, ostatné;S55-34
5t6501;Náhrada tela stavca implantátom, 1 stavec;S55-34
5t6502;Náhrada tela stavca implantátom, 2 stavce;S55-34
5t6503;Náhrada tela stavca implantátom, 3 stavce;S55-34
5t6504;Náhrada tela stavca implantátom, 4 stavce;S55-34
5t6505;Náhrada tela stavca implantátom, 5 a viac stavcov;S55-34
5t6511;Náhrada tela stavca osobitným materiálom, 1 stavec;S55-34
5t6512;Náhrada tela stavca osobitným materiálom, 2 stavce;S55-34
5t6513;Náhrada tela stavca osobitným materiálom, 3 stavce;S55-34
5t6514;Náhrada tela stavca osobitným materiálom, 4 stavce;S55-34
5t6515;Náhrada tela stavca osobitným materiálom, 5 a viac stavcov;S55-34
5t65x1;Náhrada tela stavca, predný podporný štep bez korekcie;S55-34
5t65x2;Náhrada tela stavca, predný podporný štep s korekcou;S55-34
5t69x2;Odstránenie osteosyntetického materiálu z chrbtice;S55-34
5t6744;Komplexná kombinovaná ventrálna a dorzálna rekonštrukcia na krčnej chrbtici s fúziou (360 stupňov);S55-34
5t6745;Komplexná kombinovaná ventrálna a dorzálna rekonštrukcia na hrudníkovo- driekovej chrbtici s fúziou (360 stupňov);S55-34
5t69x4;Revízia po operácii chrbtice;S55-34
5t6401;Dorzálna spondylodéza, 1 segment;S55-34
5t6402;Dorzálna spondylodéza, 2 segmenty;S55-34
5t6403;Dorzálna spondylodéza, 3 segmenty;S55-34
5t6404;Dorzálna spondylodéza, 4 segmenty;S55-34
5t6405;Dorzálna spondylodéza, 5 segmentov;S55-34
5t6406;Dorzálna spondylodéza, 6 a viac segmentov;S55-34
5t6421;Ventrálna spondylodéza, 1 segment;S55-34
5t6422;Ventrálna spondylodéza, 2 segmenty;S55-34
5t6423;Ventrálna spondylodéza, 3 segmenty;S55-34
5t6424;Ventrálna spondylodéza, 4 segmenty;S55-34
5t6425;Ventrálna spondylodéza, 5 segmentov;S55-34
5t6426;Ventrálna spondylodéza, 6 a viac segmentov;S55-34
5t6431;Dorzálna a ventrálna kombinovaná spondylodéza, 1 segment;S55-34
5t6432;Dorzálna a ventrálna kombinovaná spondylodéza, 2 segmenty;S55-34
5t6433;Dorzálna a ventrálna kombinovaná spondylodéza, 3 segmenty;S55-34
5t6434;Dorzálna a ventrálna kombinovaná spondylodéza, 4 segmenty;S55-34
5t6435;Dorzálna a ventrálna kombinovaná spondylodéza, 5 segmentov;S55-34
5t6436;Dorzálna a ventrálna kombinovaná spondylodéza, 6 a viac segmentov;S55-34
5t64x;Spondylodéza, ostatné;S55-34
5a901a;Prístup ku kraniocervikálnemu spojeniu, transorálne;S55-34
5a901b;Prístup ku kraniocervikálnemu spojeniu, dorzálne;S55-34
5a901c;Prístup ku kraniocervikálnemu spojeniu, laterálne;S55-34
5a90201;Dorzálny prístup ku krčnej chrbtici, 1 segment;S55-34
5a90202;Dorzálny prístup ku krčnej chrbtici, 2 segmenty;S55-34
5a90203;Dorzálny prístup ku krčnej chrbtici, 3 a viac segmentov;S55-34
5a902x;Iný prístup ku krčnej chrbtici;S55-34
5z111a;Stereotaktická rádiochirurgia;S55-34
5z1123;Roboticky asistovaný chirurgický výkon;S55-34
5z141;Konverzia endoskopického výkonu na otvorený;S55-34
5z142;Reoperácia;S55-34
5z143;Predčasné ukončenie operácie;S55-34
5z1602;Spinálny operačný výkon s využitím intraoperačného neuromonitoringu;S55-34
5a90211;Laminotómia krčnej chrbtice, 1 segment;S55-35
5a90212;Laminotómia krčnej chrbtice, 2 segmenty;S55-35
5a90213;Laminotómia krčnej chrbtice, 3 a viac segmentov;S55-35
5a90221;Hemilaminektómia krčnej chrbtice, 1 segment;S55-35
5a90222;Hemilaminektómia krčnej chrbtice, 2 segmenty;S55-35
5a90223;Hemilaminektómia krčnej chrbtice, 3 a viac segmentov;S55-35
5a90231;Laminektómia krčnej chrbtice, 1 segment;S55-35
5a90232;Laminektómia krčnej chrbtice, 2 segmenty;S55-35
5a90233;Laminektómia krčnej chrbtice, 3 a viac segmentov;S55-35
5t6231;Parciálna artrektómia, 1 segment;S55-35
5t6232;Parciálna artrektómia, 2 segmenty;S55-35
5t6233;Parciálna artrektómia, 3 segmenty;S55-35
5t6234;Parciálna artrektómia, 4 a viac segmentov;S55-35
5t6241;Totálna artrektómia, 1 segment;S55-35
5t6242;Totálna artrektómia, 2 segmenty;S55-35
5t6243;Totálna artrektómia, 3 segmenty;S55-35
5t6244;Totálna artrektómia, 4 a viac segmentov;S55-35
5t6251;Foraminotómia, 1 segment;S55-35
5t6252;Foraminotómia, 2 segmenty;S55-35
5t6253;Foraminotómia, 3 segmenty;S55-35
5t6254;Foraminotómia, 4 a viac segmentov;S55-35
5t61e1;Excízia z medzistavcovej platničky: 1 segment;S55-35
5t61e2;Excízia z medzistavcovej platničky: 2 segmenty;S55-35
5t61e3;Excízia z medzistavcovej platničky: 3 segmenty;S55-35
5t61e4;Excízia z medzistavcovej platničky: 4 a viac segmentov;S55-35
5t61b1;Perkutánna excízia z poškodenej medzistavcovej platničky bez endoskopie;S55-35
5t61b2;Perkutánna excízia z poškodenej medzistavcovej platničky s endoskopiou;S55-35
5t6861;Reoperácia medzistavcovej platničky pri recidíve, 1 segment;S55-35
5t6862;Reoperácia medzistavcovej platničky pri recidíve, 2 segmenty;S55-35
5t6863;Reoperácia medzistavcovej platničky pri recidíve, 3 segmenty;S55-35
5t6864;Reoperácia medzistavcovej platničky pri recidíve, 4 a viac segmentov;S55-35
5t6821;Implantácia endoprotézy medzistavcovej platničky, 1 segment;S55-35
5t6822;Implantácia endoprotézy medzistavcovej platničky, 2 segmenty;S55-35
5t6823;Implantácia endoprotézy medzistavcovej platničky, 3 segmenty;S55-35
5t6824;Implantácia endoprotézy medzistavcovej platničky, 4 a viac segmentov;S55-35
5t6831;Revízia endoprotézy medzistavcovej platničky bez výmeny;S55-35
5t6832;Výmena endoprotézy medzistavcovej platničky;S55-35
5t6833;Odstránenie endoprotézy medzistavcovej platničky;S55-35
5t69x3;Odobratie chondrocytov z chrbtice na kultiváciu ako samostatný zákrok;S55-35
5t6841;Implantácia in vitro vypestovanenej tkanivovej kultúry do medzistavcovej platničky, 1 segment;S55-35
5t6842;Implantácia in vitro vypestovanenej tkanivovej kultúry do medzistavcovej platničky, 2 segmenty;S55-35
5t6843;Implantácia in vitro vypestovanenej tkanivovej kultúry do medzistavcovej platničky, 3 segmenty;S55-35
5t6211;Parciálna excízia tela stavca chrbtice, 1 segment;S55-35
5t6212;Parciálna excízia tela stavca chrbtice, 2 segmenty;S55-35
5t6213;Parciálna excízia tela stavca chrbtice, 3 segmenty;S55-35
5t6214;Parciálna excízia tela stavca chrbtice, 4 a viac segmentov;S55-35
5t621a;Parciálna resekcia  hemivertebry;S55-35
5t621b;Excízia kostného a kĺbneho tkaniva chrbtice dentis epistrophei;S55-35
5t6221;Totálna excízia tela stavca chrbtice, 1 segment;S55-35
5t6222;Totálna excízia tela stavca chrbtice, 2 segmenty;S55-35
5t6223;Totálna excízia tela stavca chrbtice, 3 segmenty;S55-35
5t6224;Totálna excízia tela stavca chrbtice, 4 a viac segmentov;S55-35
5t622a;Totálna resekcia hemivertebry, zadný prístup;S55-35
5t622b;Totálna resekcia hemivertebry, kombinovaný prístup;S55-35
5t6321;Kostná náhrada na chrbtici, použite autológnej spongiózy (štepu) alebo kortikospongiózneho štepu;S55-35
5t6300;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;S55-35
5t6301;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;S55-35
5t6310;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;S55-35
5t6311;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;S55-35
5t6320;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;S55-35
5t6322;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;S55-35
5t6323;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;S55-35
5t63x;Kostná náhrada na chrbtici, ostatné;S55-35
5t6501;Náhrada tela stavca implantátom, 1 stavec;S55-35
5t6502;Náhrada tela stavca implantátom, 2 stavce;S55-35
5t6503;Náhrada tela stavca implantátom, 3 stavce;S55-35
5t6504;Náhrada tela stavca implantátom, 4 stavce;S55-35
5t6505;Náhrada tela stavca implantátom, 5 a viac stavcov;S55-35
5t6511;Náhrada tela stavca osobitným materiálom, 1 stavec;S55-35
5t6512;Náhrada tela stavca osobitným materiálom, 2 stavce;S55-35
5t6513;Náhrada tela stavca osobitným materiálom, 3 stavce;S55-35
5t6514;Náhrada tela stavca osobitným materiálom, 4 stavce;S55-35
5t6515;Náhrada tela stavca osobitným materiálom, 5 a viac stavcov;S55-35
5t65x1;Náhrada tela stavca, predný podporný štep bez korekcie;S55-35
5t65x2;Náhrada tela stavca, predný podporný štep s korekcou;S55-35
5t69x2;Odstránenie osteosyntetického materiálu z chrbtice;S55-35
5t6744;Komplexná kombinovaná ventrálna a dorzálna rekonštrukcia na krčnej chrbtici s fúziou (360 stupňov);S55-35
5t6745;Komplexná kombinovaná ventrálna a dorzálna rekonštrukcia na hrudníkovo- driekovej chrbtici s fúziou (360 stupňov);S55-35
5t69x4;Revízia po operácii chrbtice;S55-35
5t6401;Dorzálna spondylodéza, 1 segment;S55-35
5t6402;Dorzálna spondylodéza, 2 segmenty;S55-35
5t6403;Dorzálna spondylodéza, 3 segmenty;S55-35
5t6404;Dorzálna spondylodéza, 4 segmenty;S55-35
5t6405;Dorzálna spondylodéza, 5 segmentov;S55-35
5t6406;Dorzálna spondylodéza, 6 a viac segmentov;S55-35
5t6421;Ventrálna spondylodéza, 1 segment;S55-35
5t6422;Ventrálna spondylodéza, 2 segmenty;S55-35
5t6423;Ventrálna spondylodéza, 3 segmenty;S55-35
5t6424;Ventrálna spondylodéza, 4 segmenty;S55-35
5t6425;Ventrálna spondylodéza, 5 segmentov;S55-35
5t6426;Ventrálna spondylodéza, 6 a viac segmentov;S55-35
5t6431;Dorzálna a ventrálna kombinovaná spondylodéza, 1 segment;S55-35
5t6432;Dorzálna a ventrálna kombinovaná spondylodéza, 2 segmenty;S55-35
5t6433;Dorzálna a ventrálna kombinovaná spondylodéza, 3 segmenty;S55-35
5t6434;Dorzálna a ventrálna kombinovaná spondylodéza, 4 segmenty;S55-35
5t6435;Dorzálna a ventrálna kombinovaná spondylodéza, 5 segmentov;S55-35
5t6436;Dorzálna a ventrálna kombinovaná spondylodéza, 6 a viac segmentov;S55-35
5t64x;Spondylodéza, ostatné;S55-35
5a901a;Prístup ku kraniocervikálnemu spojeniu, transorálne;S55-35
5a901b;Prístup ku kraniocervikálnemu spojeniu, dorzálne;S55-35
5a901c;Prístup ku kraniocervikálnemu spojeniu, laterálne;S55-35
5a90201;Dorzálny prístup ku krčnej chrbtici, 1 segment;S55-35
5a90202;Dorzálny prístup ku krčnej chrbtici, 2 segmenty;S55-35
5a90203;Dorzálny prístup ku krčnej chrbtici, 3 a viac segmentov;S55-35
5a902x;Iný prístup ku krčnej chrbtici;S55-35
5z111a;Stereotaktická rádiochirurgia;S55-35
5z1123;Roboticky asistovaný chirurgický výkon;S55-35
5z141;Konverzia endoskopického výkonu na otvorený;S55-35
5z142;Reoperácia;S55-35
5z143;Predčasné ukončenie operácie;S55-35
5z1602;Spinálny operačný výkon s využitím intraoperačného neuromonitoringu;S55-35
5a90311;Laminotómia hrudnej chrbtice, 1 segment;S55-36
5a90312;Laminotómia hrudnej chrbtice, 2 segmenty;S55-36
5a90313;Laminotómia hrudnej chrbtice, 3 a viac segmentov;S55-36
5a90321;Hemilaminektómia hrudnej chrbtice, 1 segment;S55-36
5a90322;Hemilaminektómia hrudnej chrbtice, 2 segmenty;S55-36
5a90323;Hemilaminektómia hrudnej chrbtice, 3 a viac segmentov;S55-36
5a90331;Laminektómia hrudnej chrbtice, 1 segment;S55-36
5a90332;Laminektómia hrudnej chrbtice, 2 segmenty;S55-36
5a90333;Laminektómia hrudnej chrbtice, 3 a viac segmentov;S55-36
5a90411;Laminotómia bedrovej chrbtice, 1 segment;S55-36
5a90412;Laminotómia bedrovej chrbtice, 2 segmenty;S55-36
5a90413;Laminotómia bedrovej chrbtice, 3 a viac segmentov;S55-36
5a90421;Hemilaminektómia bedrovej chrbtice, 1 segment;S55-36
5a90422;Hemilaminektómia bedrovej chrbtice, 2 segmenty;S55-36
5a90423;Hemilaminektómia bedrovej chrbtice, 3 a viac segmentov;S55-36
5a90431;Laminektómia bedrovej chrbtice, 1 segment;S55-36
5a90432;Laminektómia bedrovej chrbtice, 2 segmenty;S55-36
5a90433;Laminektómia bedrovej chrbtice, 3 a viac segmentov;S55-36
5a90441;Flavektómia bedrovej chrbtice, 1 segment;S55-36
5a90442;Flavektómia bedrovej chrbtice, 2 segmenty;S55-36
5a90443;Flavektómia bedrovej chrbtice, 3 a viac segmentov;S55-36
5t6231;Parciálna artrektómia, 1 segment;S55-36
5t6232;Parciálna artrektómia, 2 segmenty;S55-36
5t6233;Parciálna artrektómia, 3 segmenty;S55-36
5t6234;Parciálna artrektómia, 4 a viac segmentov;S55-36
5t6241;Totálna artrektómia, 1 segment;S55-36
5t6242;Totálna artrektómia, 2 segmenty;S55-36
5t6243;Totálna artrektómia, 3 segmenty;S55-36
5t6244;Totálna artrektómia, 4 a viac segmentov;S55-36
5t6251;Foraminotómia, 1 segment;S55-36
5t6252;Foraminotómia, 2 segmenty;S55-36
5t6253;Foraminotómia, 3 segmenty;S55-36
5t6254;Foraminotómia, 4 a viac segmentov;S55-36
5t61e1;Excízia z medzistavcovej platničky: 1 segment;S55-36
5t61e2;Excízia z medzistavcovej platničky: 2 segmenty;S55-36
5t61e3;Excízia z medzistavcovej platničky: 3 segmenty;S55-36
5t61e4;Excízia z medzistavcovej platničky: 4 a viac segmentov;S55-36
5t61b1;Perkutánna excízia z poškodenej medzistavcovej platničky bez endoskopie;S55-36
5t61b2;Perkutánna excízia z poškodenej medzistavcovej platničky s endoskopiou;S55-36
5t6861;Reoperácia medzistavcovej platničky pri recidíve, 1 segment;S55-36
5t6862;Reoperácia medzistavcovej platničky pri recidíve, 2 segmenty;S55-36
5t6863;Reoperácia medzistavcovej platničky pri recidíve, 3 segmenty;S55-36
5t6864;Reoperácia medzistavcovej platničky pri recidíve, 4 a viac segmentov;S55-36
5t6821;Implantácia endoprotézy medzistavcovej platničky, 1 segment;S55-36
5t6822;Implantácia endoprotézy medzistavcovej platničky, 2 segmenty;S55-36
5t6823;Implantácia endoprotézy medzistavcovej platničky, 3 segmenty;S55-36
5t6824;Implantácia endoprotézy medzistavcovej platničky, 4 a viac segmentov;S55-36
5t6831;Revízia endoprotézy medzistavcovej platničky bez výmeny;S55-36
5t6832;Výmena endoprotézy medzistavcovej platničky;S55-36
5t6833;Odstránenie endoprotézy medzistavcovej platničky;S55-36
5t69x3;Odobratie chondrocytov z chrbtice na kultiváciu ako samostatný zákrok;S55-36
5t6841;Implantácia in vitro vypestovanenej tkanivovej kultúry do medzistavcovej platničky, 1 segment;S55-36
5t6842;Implantácia in vitro vypestovanenej tkanivovej kultúry do medzistavcovej platničky, 2 segmenty;S55-36
5t6843;Implantácia in vitro vypestovanenej tkanivovej kultúry do medzistavcovej platničky, 3 segmenty;S55-36
5t6211;Parciálna excízia tela stavca chrbtice, 1 segment;S55-36
5t6212;Parciálna excízia tela stavca chrbtice, 2 segmenty;S55-36
5t6213;Parciálna excízia tela stavca chrbtice, 3 segmenty;S55-36
5t6214;Parciálna excízia tela stavca chrbtice, 4 a viac segmentov;S55-36
5t621a;Parciálna resekcia  hemivertebry;S55-36
5t621b;Excízia kostného a kĺbneho tkaniva chrbtice dentis epistrophei;S55-36
5t6221;Totálna excízia tela stavca chrbtice, 1 segment;S55-36
5t6222;Totálna excízia tela stavca chrbtice, 2 segmenty;S55-36
5t6223;Totálna excízia tela stavca chrbtice, 3 segmenty;S55-36
5t6224;Totálna excízia tela stavca chrbtice, 4 a viac segmentov;S55-36
5t622a;Totálna resekcia hemivertebry, zadný prístup;S55-36
5t622b;Totálna resekcia hemivertebry, kombinovaný prístup;S55-36
5t6321;Kostná náhrada na chrbtici, použite autológnej spongiózy (štepu) alebo kortikospongiózneho štepu;S55-36
5t6300;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;S55-36
5t6301;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;S55-36
5t6310;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;S55-36
5t6311;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;S55-36
5t6320;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;S55-36
5t6322;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;S55-36
5t6323;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;S55-36
5t63x;Kostná náhrada na chrbtici, ostatné;S55-36
5t6501;Náhrada tela stavca implantátom, 1 stavec;S55-36
5t6502;Náhrada tela stavca implantátom, 2 stavce;S55-36
5t6503;Náhrada tela stavca implantátom, 3 stavce;S55-36
5t6504;Náhrada tela stavca implantátom, 4 stavce;S55-36
5t6505;Náhrada tela stavca implantátom, 5 a viac stavcov;S55-36
5t6511;Náhrada tela stavca osobitným materiálom, 1 stavec;S55-36
5t6512;Náhrada tela stavca osobitným materiálom, 2 stavce;S55-36
5t6513;Náhrada tela stavca osobitným materiálom, 3 stavce;S55-36
5t6514;Náhrada tela stavca osobitným materiálom, 4 stavce;S55-36
5t6515;Náhrada tela stavca osobitným materiálom, 5 a viac stavcov;S55-36
5t65x1;Náhrada tela stavca, predný podporný štep bez korekcie;S55-36
5t65x2;Náhrada tela stavca, predný podporný štep s korekcou;S55-36
5t6744;Komplexná kombinovaná ventrálna a dorzálna rekonštrukcia na krčnej chrbtici s fúziou (360 stupňov);S55-36
5t6745;Komplexná kombinovaná ventrálna a dorzálna rekonštrukcia na hrudníkovo- driekovej chrbtici s fúziou (360 stupňov);S55-36
5t6401;Dorzálna spondylodéza, 1 segment;S55-36
5t6402;Dorzálna spondylodéza, 2 segmenty;S55-36
5t6403;Dorzálna spondylodéza, 3 segmenty;S55-36
5t6404;Dorzálna spondylodéza, 4 segmenty;S55-36
5t6405;Dorzálna spondylodéza, 5 segmentov;S55-36
5t6406;Dorzálna spondylodéza, 6 a viac segmentov;S55-36
5t6421;Ventrálna spondylodéza, 1 segment;S55-36
5t6422;Ventrálna spondylodéza, 2 segmenty;S55-36
5t6423;Ventrálna spondylodéza, 3 segmenty;S55-36
5t6424;Ventrálna spondylodéza, 4 segmenty;S55-36
5t6425;Ventrálna spondylodéza, 5 segmentov;S55-36
5t6426;Ventrálna spondylodéza, 6 a viac segmentov;S55-36
5t6431;Dorzálna a ventrálna kombinovaná spondylodéza, 1 segment;S55-36
5t6432;Dorzálna a ventrálna kombinovaná spondylodéza, 2 segmenty;S55-36
5t6433;Dorzálna a ventrálna kombinovaná spondylodéza, 3 segmenty;S55-36
5t6434;Dorzálna a ventrálna kombinovaná spondylodéza, 4 segmenty;S55-36
5t6435;Dorzálna a ventrálna kombinovaná spondylodéza, 5 segmentov;S55-36
5t6436;Dorzálna a ventrálna kombinovaná spondylodéza, 6 a viac segmentov;S55-36
5t64x;Spondylodéza, ostatné;S55-36
5t6601;Osteosyntéza chrbtice drôtovou serklážou, 1 segment;S55-36
5t6602;Osteosyntéza chrbtice drôtovou serklážou, 2 segmenty;S55-36
