kod_hlavnej_diagnozy;nazov_hlavnej_diagnozy;kod_ms;nazov_ms
t2132;Popálenina trupu 3. stupňa, stena hrudníka s výnimkou prsníka a bradavky;S16-06;Ťažké popáleniny a poleptania
t2133;Popálenina trupu 3. stupňa, brušná stena;S16-06;Ťažké popáleniny a poleptania
t2134;Popálenina trupu 3. stupňa, chrbát (ktorákoľvek časť);S16-06;Ťažké popáleniny a poleptania
t2135;Popálenina trupu 3. stupňa, vonkajšie genitálie;S16-06;Ťažké popáleniny a poleptania
t2139;Popálenina trupu 3. stupňa, iná časť;S16-06;Ťažké popáleniny a poleptania
t2140;Poleptanie trupu bližšie neurčeného stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
t2141;Poleptanie trupu bližšie neurčeného stupňa, prsník;S16-10;Menej ťažké popáleniny a poleptania
t2142;Poleptanie trupu bližšie neurčeného stupňa, stena hrudníka s výnimkou prsníka a bradavky;S16-10;Menej ťažké popáleniny a poleptania
t2143;Poleptanie trupu bližšie neurčeného stupňa, brušná stena;S16-10;Menej ťažké popáleniny a poleptania
t2144;Poleptanie trupu bližšie neurčeného stupňa, chrbát (ktorákoľvek časť);S16-10;Menej ťažké popáleniny a poleptania
t2145;Poleptanie trupu bližšie neurčeného stupňa, vonkajšie genitálie;S16-10;Menej ťažké popáleniny a poleptania
t2149;Poleptanie trupu bližšie neurčeného stupňa, iná časť;S16-10;Menej ťažké popáleniny a poleptania
t2150;Poleptanie trupu 1. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
t2151;Poleptanie trupu 1. stupňa, prsník;S16-10;Menej ťažké popáleniny a poleptania
t2152;Poleptanie trupu 1. stupňa, stena hrudníka s výnimkou prsníka a bradavky;S16-10;Menej ťažké popáleniny a poleptania
t2153;Poleptanie trupu 1. stupňa, brušná stena;S16-10;Menej ťažké popáleniny a poleptania
t2154;Poleptanie trupu 1. stupňa, chrbát (ktorákoľvek časť);S16-10;Menej ťažké popáleniny a poleptania
t2155;Poleptanie trupu 1. stupňa, vonkajšie genitálie;S16-10;Menej ťažké popáleniny a poleptania
t2159;Poleptanie trupu 1. stupňa, iná časť;S16-10;Menej ťažké popáleniny a poleptania
t2160;Poleptanie trupu 2a. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
t2161;Poleptanie trupu 2a. stupňa, prsník;S16-10;Menej ťažké popáleniny a poleptania
t2162;Poleptanie trupu 2a. stupňa, stena hrudníka s výnimkou prsníka a bradavky;S16-10;Menej ťažké popáleniny a poleptania
t2163;Poleptanie trupu 2a. stupňa, brušná stena;S16-10;Menej ťažké popáleniny a poleptania
t2164;Poleptanie trupu 2a. stupňa, chrbát (ktorákoľvek časť);S16-10;Menej ťažké popáleniny a poleptania
t2165;Poleptanie trupu 2a. stupňa, vonkajšie genitálie;S16-10;Menej ťažké popáleniny a poleptania
t2169;Poleptanie trupu 2a. stupňa, iná časť;S16-10;Menej ťažké popáleniny a poleptania
t2170;Poleptanie trupu 3. stupňa, časť bližšie neurčená;S16-06;Ťažké popáleniny a poleptania
t2171;Poleptanie trupu 3. stupňa, prsník;S16-06;Ťažké popáleniny a poleptania
t2172;Poleptanie trupu 3. stupňa, stena hrudníka s výnimkou prsníka a bradavky;S16-06;Ťažké popáleniny a poleptania
t2173;Poleptanie trupu 3. stupňa, brušná stena;S16-06;Ťažké popáleniny a poleptania
t2174;Poleptanie trupu 3. stupňa, chrbát (ktorákoľvek časť);S16-06;Ťažké popáleniny a poleptania
t2175;Poleptanie trupu 3. stupňa, vonkajšie genitálie;S16-06;Ťažké popáleniny a poleptania
t2179;Poleptanie trupu 3. stupňa, iná časť;S16-06;Ťažké popáleniny a poleptania
t2180;Popálenina trupu 2b. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
t2181;Popálenina trupu 2b. stupňa, prsník;S16-10;Menej ťažké popáleniny a poleptania
t2182;Popálenina trupu 2b. stupňa, stena hrudníka s výnimkou prsníka a bradavky;S16-10;Menej ťažké popáleniny a poleptania
t2183;Popálenina trupu 2b. stupňa, brušná stena;S16-10;Menej ťažké popáleniny a poleptania
t2184;Popálenina trupu 2b. stupňa, chrbát (ktorákoľvek časť);S16-10;Menej ťažké popáleniny a poleptania
t2185;Popálenina trupu 2b. stupňa, vonkajšie genitálie;S16-10;Menej ťažké popáleniny a poleptania
t2189;Popálenina trupu 2b. stupňa, iná časť;S16-10;Menej ťažké popáleniny a poleptania
t2190;Poleptanie trupu 2b. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
t2191;Poleptanie trupu 2b. stupňa, prsník;S16-10;Menej ťažké popáleniny a poleptania
t2192;Poleptanie trupu 2b. stupňa, stena hrudníka s výnimkou prsníka a bradavky;S16-10;Menej ťažké popáleniny a poleptania
t2193;Poleptanie trupu 2b. stupňa, brušná časť;S16-10;Menej ťažké popáleniny a poleptania
t2194;Poleptanie trupu 2b. stupňa, chrbát (ktorákoľvek časť);S16-10;Menej ťažké popáleniny a poleptania
t2195;Poleptanie trupu 2b. stupňa, vonkajšie genitálie;S16-10;Menej ťažké popáleniny a poleptania
t2199;Poleptanie trupu 2b. stupňa, iná časť;S16-10;Menej ťažké popáleniny a poleptania
t2200;Popálenina pleca a hornej končatiny okrem zápästia a ruky, bližšie neurčeného stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
t2201;Popálenina pleca a hornej končatiny okrem zápästia a ruky, bližšie neurčeného stupňa, lakeť a predlaktie;S16-10;Menej ťažké popáleniny a poleptania
t2202;Popálenina pleca a hornej končatiny okrem zápästia a ruky, bližšie neurčeného stupňa, horná časť ramena a oblasť pleca;S16-10;Menej ťažké popáleniny a poleptania
t2203;Popálenina pleca a hornej končatiny okrem zápästia a ruky, bližšie neurčeného stupňa, podpazušie;S16-10;Menej ťažké popáleniny a poleptania
t2210;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 1. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
t2211;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 1. stupňa, lakeť a predlaktie;S16-10;Menej ťažké popáleniny a poleptania
t2212;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 1. stupňa, horná časť ramena a oblasť pleca;S16-10;Menej ťažké popáleniny a poleptania
t2213;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 1. stupňa, podpazušie;S16-10;Menej ťažké popáleniny a poleptania
t2220;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 2a. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
t2221;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 2a. stupňa, lakeť a predlaktie;S16-10;Menej ťažké popáleniny a poleptania
t2222;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 2a. stupňa, horná časť ramena a oblasť pleca;S16-10;Menej ťažké popáleniny a poleptania
t2223;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 2a. stupňa, podpazušie;S16-10;Menej ťažké popáleniny a poleptania
t2230;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 3. stupňa, časť bližšie neurčená;S16-06;Ťažké popáleniny a poleptania
t2231;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 3. stupňa, lakeť a predlaktie;S16-06;Ťažké popáleniny a poleptania
t2232;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 3. stupňa, horná časť ramena a oblasť pleca;S16-06;Ťažké popáleniny a poleptania
t2233;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 3. stupňa, podpazušie;S16-06;Ťažké popáleniny a poleptania
t2240;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, bližšie neurčeného stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
t2241;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, bližšie neurčeného stupňa, lakeť a predlaktie;S16-10;Menej ťažké popáleniny a poleptania
t2242;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, bližšie neurčeného stupňa, horná časť ramena a oblasť pleca;S16-10;Menej ťažké popáleniny a poleptania
t2243;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, bližšie neurčeného stupňa, podpazušie;S16-10;Menej ťažké popáleniny a poleptania
t2250;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 1. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
t2251;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 1. stupňa, lakeť a predlaktie;S16-10;Menej ťažké popáleniny a poleptania
t2252;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 1. stupňa, horná časť ramena a oblasť pleca;S16-10;Menej ťažké popáleniny a poleptania
t2253;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 1. stupňa, podpazušie;S16-10;Menej ťažké popáleniny a poleptania
t2260;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 2a. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
t2261;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 2a. stupňa, lakeť a predlaktie;S16-10;Menej ťažké popáleniny a poleptania
t2262;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 2a. stupňa, horná časť ramena a oblasť pleca;S16-10;Menej ťažké popáleniny a poleptania
t2263;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 2a. stupňa, podpazušie;S16-10;Menej ťažké popáleniny a poleptania
t2270;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 3. stupňa, časť bližšie neurčená;S16-06;Ťažké popáleniny a poleptania
t2271;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 3. stupňa, lakeť a predlaktie;S16-06;Ťažké popáleniny a poleptania
t2272;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 3. stupňa, horná časť ramena a oblasť pleca;S16-06;Ťažké popáleniny a poleptania
t2273;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 3. stupňa, podpazušie;S16-06;Ťažké popáleniny a poleptania
t2280;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 2b. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
t2281;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 2b. stupňa, lakeť a predlaktie;S16-10;Menej ťažké popáleniny a poleptania
t2282;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 2b. stupňa, horná časť ramena a oblasť pleca;S16-10;Menej ťažké popáleniny a poleptania
t2283;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 2b. stupňa, podpazušie;S16-10;Menej ťažké popáleniny a poleptania
t2290;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 2b. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
t2291;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 2b. stupňa, lakeť a predlaktie;S16-10;Menej ťažké popáleniny a poleptania
t2292;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 2b. stupňa, horná časť ramena a oblasť pleca;S16-10;Menej ťažké popáleniny a poleptania
t2293;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 2b. stupňa, podpazušie;S16-10;Menej ťažké popáleniny a poleptania
t230;Popálenina zápästia a ruky bližšie neurčeného stupňa;S16-10;Menej ťažké popáleniny a poleptania
t231;Popálenina zápästia a ruky 1. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t2320;Popálenina zápästia a ruky 2a. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t2321;Popálenina zápästia a ruky 2b. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t233;Popálenina zápästia a ruky 3. stupňa;S16-06;Ťažké popáleniny a poleptania
t234;Poleptanie zápästia a ruky bližšie neurčeného stupňa;S16-10;Menej ťažké popáleniny a poleptania
t235;Poleptanie zápästia a ruky 1. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t2360;Poleptanie zápästia a ruky 2a. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t2361;Poleptanie zápästia a ruky 2b. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t237;Poleptanie zápästia a ruky 3. stupňa;S16-06;Ťažké popáleniny a poleptania
t240;Popálenina bedra a dolnej končatiny okrem členka a nohy bližšie neurčeného stupňa;S16-10;Menej ťažké popáleniny a poleptania
t241;Popálenina bedra a dolnej končatiny okrem členka a nohy 1. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t2420;Popálenina bedra a dolnej končatiny okrem členka a nohy 2a. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t2421;Popálenina bedra a dolnej končatiny okrem členka a nohy 2b. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t243;Popálenina bedra a dolnej končatiny okrem členka a nohy 3. stupňa;S16-06;Ťažké popáleniny a poleptania
t244;Poleptanie bedra a dolnej končatiny okrem členka a nohy bližšie neurčeného stupňa;S16-10;Menej ťažké popáleniny a poleptania
t245;Poleptanie bedra a dolnej končatiny okrem členka a nohy 1. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t2460;Poleptanie bedra a dolnej končatiny okrem členka a nohy 2a. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t2461;Poleptanie bedra a dolnej končatiny okrem členka a nohy 2b. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t247;Poleptanie bedra a dolnej končatiny okrem členka a nohy 3. stupňa;S16-06;Ťažké popáleniny a poleptania
t250;Popálenina členka a nohy bližšie neurčeného stupňa;S16-10;Menej ťažké popáleniny a poleptania
t251;Popálenina členka a nohy 1. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t2520;Popálenina členka a nohy 2a. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t2521;Popálenina členka a nohy 2b. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t253;Popálenina členka a nohy 3. stupňa;S16-06;Ťažké popáleniny a poleptania
t254;Poleptanie členka a nohy bližšie neurčeného stupňa;S16-10;Menej ťažké popáleniny a poleptania
t255;Poleptanie členka a nohy 1. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t2560;Poleptanie členka a nohy 2a. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t2561;Poleptanie členka a nohy 2b. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t257;Poleptanie členka a nohy 3. stupňa;S16-06;Ťažké popáleniny a poleptania
t260;Popálenina mihalnice a okolia oka;S62-49;Poranenia oka a očných adnexov
t261;Popálenina rohovky a spojovkového vaku;S62-49;Poranenia oka a očných adnexov
t262;Popálenina s následnou ruptúrou a deštrukciou očnej gule;S62-50;Vybrané poranenia oka a očných adnexov - primárne ošetrenie
t263;Popálenina iných častí oka a očných adnexov;S62-49;Poranenia oka a očných adnexov
t264;Popálenina bližšie neurčenej časti oka a očných adnexov;S62-49;Poranenia oka a očných adnexov
t265;Poleptanie mihalnice a okolia oka;S62-49;Poranenia oka a očných adnexov
t266;Poleptanie rohovky a spojovkového vaku;S62-49;Poranenia oka a očných adnexov
t267;Poleptanie s následnou ruptúrou a deštrukciou očnej gule;S62-50;Vybrané poranenia oka a očných adnexov - primárne ošetrenie
t268;Poleptanie iných častí oka a očných adnexov;S62-49;Poranenia oka a očných adnexov
t269;Poleptanie bližšie neurčenej časti oka a očných adnexov;S62-49;Poranenia oka a očných adnexov
t272;Popálenina iných častí dýchacích ciest;S16-10;Menej ťažké popáleniny a poleptania
t273;Popálenina bližšie neurčenej časti dýchacích ciest;S16-10;Menej ťažké popáleniny a poleptania
t276;Poleptanie iných častí dýchacích ciest;S16-10;Menej ťažké popáleniny a poleptania
t277;Poleptanie bližšie neurčenej časti dýchacích ciest;S16-10;Menej ťažké popáleniny a poleptania
t280;Popálenina úst a hltana;S53-30;Iné ochorenia ucha, nosa, úst a krku
t283;Popálenina vnútorných močovopohlavných orgánov;S16-10;Menej ťažké popáleniny a poleptania
t284;Popálenina iných a bližšie neurčených vnútorných orgánov;S16-10;Menej ťažké popáleniny a poleptania
t285;Poleptanie úst a hltana;S53-30;Iné ochorenia ucha, nosa, úst a krku
t288;Poleptanie vnútorných močovopohlavných orgánov;S16-10;Menej ťažké popáleniny a poleptania
t289;Poleptanie iných a bližšie neurčených vnútorných orgánov;S16-10;Menej ťažké popáleniny a poleptania
t290;Popálenina viacerých oblastí tela bližšie neurčeného stupňa;S16-10;Menej ťažké popáleniny a poleptania
t291;Popálenina viacerých oblastí tela, kde sa ako najťažší uvádza 1.stupeň;S16-10;Menej ťažké popáleniny a poleptania
t2920;Popálenina viacerých oblastí tela, kde sa ako najťažší uvádza 2a.stupeň;S16-10;Menej ťažké popáleniny a poleptania
t2921;Popálenina viacerých oblastí tela, kde sa ako najťažší uvádza 2b. stupeň;S16-10;Menej ťažké popáleniny a poleptania
t293;Popálenina viacerých oblastí tela, uvedený najmenej raz 3.stupeň;S16-06;Ťažké popáleniny a poleptania
t294;Poleptanie viacerých častí tela bližšie neurčeného stupňa;S16-10;Menej ťažké popáleniny a poleptania
t295;Poleptanie viacerých častí tela, kde sa ako najťažší uvádza 1.stupeň;S16-10;Menej ťažké popáleniny a poleptania
t2960;Poleptanie viacerých častí tela, kde sa ako najťažší uvádza 2a.stupeň;S16-10;Menej ťažké popáleniny a poleptania
t2961;Poleptanie viacerých častí tela, kde sa ako najťažší uvádza 2b. stupeň;S16-10;Menej ťažké popáleniny a poleptania
t297;Poleptanie viacerých častí tela, uvedený najmenej raz 3.stupeň;S16-06;Ťažké popáleniny a poleptania
t300;Popálenina: oblasť bližšie neurčená tela bližšie neurčeného stupňa;S16-10;Menej ťažké popáleniny a poleptania
t301;Popálenina: oblasť bližšie neurčená tela 1. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t3020;Popálenina: oblasť bližšie neurčená tela 2a. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t3021;Popálenina: oblasť bližšie neurčená tela 2. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t303;Popálenina: oblasť bližšie neurčená tela 3. stupňa;S16-06;Ťažké popáleniny a poleptania
t304;Poleptanie: oblasť bližšie neurčená tela bližšie neurčeného stupňa;S16-10;Menej ťažké popáleniny a poleptania
t305;Poleptanie: oblasť bližšie neurčená tela 1. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t3060;Poleptanie: oblasť bližšie neurčená tela 2a. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t3061;Poleptanie: oblasť bližšie neurčená tela 2b. stupňa;S16-10;Menej ťažké popáleniny a poleptania
t307;Poleptanie: oblasť bližšie neurčená tela 3. stupňa;S16-06;Ťažké popáleniny a poleptania
t330;Povrchová omrzlina hlavy;S61-04;Iné ochorenia kože, podkožia a slizníc
t331;Povrchová omrzlina krku;S61-04;Iné ochorenia kože, podkožia a slizníc
t332;Povrchová omrzlina hrudníka;S61-04;Iné ochorenia kože, podkožia a slizníc
t333;Povrchová omrzlina brušnej steny, drieku a panvy;S61-04;Iné ochorenia kože, podkožia a slizníc
t334;Povrchová omrzlina hornej končatiny;S61-04;Iné ochorenia kože, podkožia a slizníc
t335;Povrchová omrzlina zápästia a ruky;S61-04;Iné ochorenia kože, podkožia a slizníc
t336;Povrchová omrzlina bedra a stehna;S61-04;Iné ochorenia kože, podkožia a slizníc
t337;Povrchová omrzlina kolena a predkolenia;S61-04;Iné ochorenia kože, podkožia a slizníc
t338;Povrchová omrzlina členka a nohy;S61-04;Iné ochorenia kože, podkožia a slizníc
t339;Povrchová omrzlina na iných a bližšie neurčených miestach;S61-04;Iné ochorenia kože, podkožia a slizníc
t340;Omrzlina s nekrózou tkaniva hlavy;S52-61;Omrzliny
t341;Omrzlina s nekrózou tkaniva krku;S52-61;Omrzliny
t342;Omrzlina s nekrózou tkaniva hrudníka;S52-61;Omrzliny
t343;Omrzlina s nekrózou tkaniva brušnej steny, drieku a panvy;S52-61;Omrzliny
t344;Omrzlina s nekrózou tkaniva hornej končatiny;S52-61;Omrzliny
t345;Omrzlina s nekrózou tkaniva zápästia a ruky;S52-61;Omrzliny
t346;Omrzlina s nekrózou tkaniva bedra a stehna;S52-61;Omrzliny
t347;Omrzlina s nekrózou tkaniva kolena a predkolenia;S52-61;Omrzliny
t348;Omrzlina s nekrózou tkaniva členka a nohy;S52-61;Omrzliny
t349;Omrzlina s nekrózou tkaniva na iných a bližšie neurčených miestach;S52-61;Omrzliny
t350;Povrchová omrzlina postihujúca viaceré časti tela;S61-04;Iné ochorenia kože, podkožia a slizníc
t351;Omrzlina s tkanivovou nekrózou postihujúca viaceré časti tela;S52-61;Omrzliny
t352;Omrzlina hlavy a krku, bližšie neurčená;S52-61;Omrzliny
t353;Omrzlina hrudníka, brucha, drieku a panvy, bližšie neurčená;S52-61;Omrzliny
t354;Omrzlina hornej končatiny, bližšie neurčená;S52-61;Omrzliny
t355;Omrzlina dolnej končatiny, bližšie neurčená;S52-61;Omrzliny
t356;Omrzlina postihujúca viaceré časti tela, bližšie neurčená;S52-61;Omrzliny
t357;Omrzlina bližšie neurčenej časti tela, bližšie neurčená;S52-61;Omrzliny
t360;Otrava penicilínmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t361;Otrava cefalosporínmi a inými betalaktámovými antibiotikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t362;Otrava liekmi zo skupiny chloramfenikolu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t363;Otrava makrolidmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t364;Otrava tetracyklínmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t365;Otrava aminoglykozidmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t366;Otrava rifamycínmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t367;Otrava protiplesňovými antibiotikami používanými systémovo;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t368;Otrava inými celkovo účinkujúcimi antibiotikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t369;Otrava celkovo účinkujúcimi antibiotikami, bližšie neurčenými;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t370;Otrava sulfonamidmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t371;Otrava antimykobaktériovými liekmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t372;Otrava antimalarikami a liekmi účinkujúcimi na iné krvné prvoky (protozá);S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t373;Otrava inými antiprotozoárnymi liekmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t374;Otrava antihelmintikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t375;Otrava protivírusovými liekmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t378;Otrava inými bližšie určenými celkovo účinkujúcimi protiinfekčnými a antiparazitovými liekmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t379;Otrava celkovo účinkujúcimi protiinfekčnými a antiparazitovými liekmi, bližšie neurčenými;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t380;Otrava glukokortikoidmi a ich syntetickými analógmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t381;Otrava hormónmi štítnej žľazy a ich náhradami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t382;Otrava tyreostatikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t383;Otrava inzulínom a orálnymi antidiabetikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t384;Otrava orálnymi kontraceptívami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t385;Otrava inými estrogénmi a progesterónmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t386;Otrava antigonadotropínmi, antiestrogénmi, antiandrogénmi, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t387;Otrava androgénmi a príbuznými anabolikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t388;Otrava inými a bližšie neurčenými hormónmi a ich syntetickými náhradami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t389;Otrava inými a bližšie neurčenými antagonistami hormónov;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t390;Otrava salicylátmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t391;Otrava derivátmi 4-aminofenolu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t392;Otrava pyrazolónovými derivátmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t393;Otrava inými nesteroidovými antiflogistikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t394;Otrava antireumatikami, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t398;Otrava inými neopioidovými analgetikami a antipyretikami, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t399;Otrava neopioidovými analgetikami, antipyretikami a antireumatikami, bližšie neurčenými;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t400;Otrava ópiom;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t401;Otrava heroínom;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t402;Otrava inými opioidmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t403;Otrava metadónom;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t404;Otrava inými syntetickými opiátmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t405;Otrava kokaínom;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t406;Otrava inými a bližšie neurčenými opiátmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t407;Otrava derivátmi cannabis;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t408;Otrava lysergidom [LSD];S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t409;Otrava inými a bližšie neurčenými psychodysleptikami [halucinogénmi];S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t410;Otrava inhalačnými anestetikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t411;Otrava intravenóznymi anestetikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t412;Otrava inými a bližšie neurčenými celkovými anestetikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t413;Otrava lokálnymi anestetikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t414;Otrava anestetikami, bližšie neurčenými;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t415;Otrava liečebnými plynmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t420;Otrava derivátmi hydantoínu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t421;Otrava iminostilbénmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t422;Otrava sukcinimidmi a oxazolidínmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t423;Otrava barbiturátmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t424;Otrava benzodiazepínmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t425;Otrava zmiešanými antiepileptikami, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t426;Otrava inými antiepileptikami, sedatívami a hypnotikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t427;Otrava antiepileptikami, sedatívami a hypnotikami, bližšie neurčenými;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t428;Otrava antiparkinsonikami a inými centrálnymi myorelaxanciami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t430;Otrava tricyklickými a tetracyklickými antidepresívami;S63-06;Otravy alebo toxické účinky z vonkajších príčin III
t431;Otrava antidepresívami skupiny inhibítorov monoaminooxidázy;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
