kod_hlavnej_diagnozy;nazov_hlavnej_diagnozy;kod_ms;nazov_ms
a505;Iný neskorý vrodený syfilis, symptomatický;S34-01;Závažné ochorenia kože
a506;Neskorý vrodený syfilis, latentný;S34-01;Závažné ochorenia kože
a507;Neskorý vrodený syfilis, bližšie neurčený;S34-01;Závažné ochorenia kože
a509;Vrodený syfilis, bližšie neurčený;S34-01;Závažné ochorenia kože
a510;Primárny genitálny syfilis;S34-01;Závažné ochorenia kože
a511;Primárny análny syfilis;S34-01;Závažné ochorenia kože
a512;Primárny syfilis na inom mieste;S34-01;Závažné ochorenia kože
a513;Sekundárny syfilis kože a slizníc;S34-01;Závažné ochorenia kože
a514;Iná forma sekundárneho syfilisu;S34-01;Závažné ochorenia kože
a515;Včasný syfilis, latentný;S34-01;Závažné ochorenia kože
a519;Včasný syfilis, bližšie neurčený;S34-01;Závažné ochorenia kože
a521;Neurosyfilis, symptomatický;S34-01;Závažné ochorenia kože
a522;Neurosyfilis, asymptomatický;S34-01;Závažné ochorenia kože
a523;Neurosyfilis, bližšie neurčený;S34-01;Závažné ochorenia kože
a527;Neskorý syfilis, symptomatický, iná forma;S34-01;Závažné ochorenia kože
a528;Neskorý syfilis, latentný;S34-01;Závažné ochorenia kože
a529;Neskorý syfilis, bližšie neurčený;S34-01;Závažné ochorenia kože
a530;Latentný syfilis, bližšie neurčený ako včasný alebo neskorý;S34-01;Závažné ochorenia kože
a539;Syfilis, bližšie neurčený;S34-01;Závažné ochorenia kože
a548;Iná gonokoková infekcia;S34-01;Závažné ochorenia kože
a549;Gonokoková infekcia, bližšie neurčená;S34-01;Závažné ochorenia kože
a598;Trichomonóza na iných miestach;S34-01;Závažné ochorenia kože
a599;Trichomonóza, bližšie neurčená;S34-01;Závažné ochorenia kože
a65;Nevenerický syfilis;S34-01;Závažné ochorenia kože
a662;Iné počiatočné lézie kože pri frambézii;S34-01;Závažné ochorenia kože
a663;Hyperkeratóza pri frambézii;S34-01;Závažné ochorenia kože
a664;Gumy a vredy pri frambézii;S34-01;Závažné ochorenia kože
b000;Herpetický ekzém;S34-01;Závažné ochorenia kože
b009;Herpetická infekcia, bližšie neurčená;S34-01;Závažné ochorenia kože
b383;Kokcidioidomykóza kože;S34-01;Závažné ochorenia kože
b551;Kožná leišmanióza;S34-01;Závažné ochorenia kože
b552;Leišmanióza kože a slizníc (mukokutánna);S34-01;Závažné ochorenia kože
b653;Cerkáriová dermatitída;S34-01;Závažné ochorenia kože
d863;Sarkoidóza kože;S34-01;Závažné ochorenia kože
l000;Syndróm obarenej kože zapríčinený stafylokokmi, s postihnutím menej ako 30 % povrchu tela;S34-01;Závažné ochorenia kože
l001;Syndróm obarenej kože zapríčinený stafylokokmi, s postihnutím 30 % povrchu tela a viac;S34-01;Závažné ochorenia kože
l081;Erythrasma;S34-01;Závažné ochorenia kože
l100;Pemphigus vulgaris;S34-01;Závažné ochorenia kože
l101;Pemphigus vegetans;S34-01;Závažné ochorenia kože
l102;Pemphigus foliaceus;S34-01;Závažné ochorenia kože
l103;Brazílsky pemfigus [fogo selvagem];S34-01;Závažné ochorenia kože
l104;Pemphigus erythematosus;S34-01;Závažné ochorenia kože
l105;Pemfigus, zapríčinený liekom;S34-01;Závažné ochorenia kože
l108;Iný pemfigus;S34-01;Závažné ochorenia kože
l109;Pemfigus, bližšie neurčený;S34-01;Závažné ochorenia kože
l118;Iná akantolytická dermatóza, bližšie určená;S34-01;Závažné ochorenia kože
l119;Akantolytická dermatóza, bližšie neurčená;S34-01;Závažné ochorenia kože
l120;Pľuzgierový (bulózny) pemfigoid;S34-01;Závažné ochorenia kože
l121;Jazvový pemfigoid;S34-01;Závažné ochorenia kože
l122;Chronická pľuzgierová (bulózna) choroba detského veku;S34-01;Závažné ochorenia kože
l123;Získaná pľuzgierová (bulózna) epidermolýza;S34-01;Závažné ochorenia kože
l128;Iný pemfigoid;S34-01;Závažné ochorenia kože
l129;Pemfigoid, bližšie neurčený;S34-01;Závažné ochorenia kože
l130;Herpetiformná dermatitída (dermatitis herpetiformis);S34-01;Závažné ochorenia kože
l131;Dermatitis pustulosa subcornealis;S34-01;Závažné ochorenia kože
l138;Iné pľuzgierové (bulózne) dermatózy, bližšie určené;S34-01;Závažné ochorenia kože
l139;Pľuzgierová (bulózna) dermatóza, bližšie neurčená;S34-01;Závažné ochorenia kože
l200;Besnierovo prurigo;S34-01;Závažné ochorenia kože
l208;Iná atopická dermatitída;S34-01;Závažné ochorenia kože
l209;Atopická dermatitída, bližšie neurčená;S34-01;Závažné ochorenia kože
l211;Seboroická dermatitída detského veku;S34-01;Závažné ochorenia kože
l234;Alergická kontaktná dermatitída zapríčinená farbivami;S34-01;Závažné ochorenia kože
l238;Alergická kontaktná dermatitída zapríčinená inými agensmi;S34-01;Závažné ochorenia kože
l239;Alergická kontaktná dermatitída s neurčenou príčinou;S34-01;Závažné ochorenia kože
l248;Kontaktná dermatitída z podráždenia zapríčinená inými agensmi;S34-01;Závažné ochorenia kože
l249;Kontaktná dermatitída z podráždenia s neurčenou príčinou;S34-01;Závažné ochorenia kože
l252;Kontaktná dermatitída zapríčinená farbivami, bližšie neurčená;S34-01;Závažné ochorenia kože
l258;Kontaktná dermatitída zapríčinená inými agensmi, bližšie neurčená;S34-01;Závažné ochorenia kože
l259;Kontaktná dermatitída bez určenia príčiny, bližšie neurčená;S34-01;Závažné ochorenia kože
l26;Exfoliatívna dermatitída;S34-01;Závažné ochorenia kože
l270;Generalizovaná kožná vyrážka zapríčinená liečivami a liekmi;S34-01;Závažné ochorenia kože
l271;Lokalizovaná kožná vyrážka zapríčinená liečivami a liekmi;S34-01;Závažné ochorenia kože
l280;Lichen simplex chronicus;S34-01;Závažné ochorenia kože
l281;Prurigo nodularis;S34-01;Závažné ochorenia kože
l282;Iné prurigo;S34-01;Závažné ochorenia kože
l300;Numulárna dermatitída;S34-01;Závažné ochorenia kože
l301;Dyshidróza (pompholyx);S34-01;Závažné ochorenia kože
l302;Kožná autosenzibilizácia;S34-01;Závažné ochorenia kože
l303;Infekčná dermatitída (ekzematoidná);S34-01;Závažné ochorenia kože
l304;Intertrigo (zaparenina) s erytémom;S34-01;Závažné ochorenia kože
l308;Iná dermatitída, bližšie určená;S34-01;Závažné ochorenia kože
l309;Dermatitída, bližšie neurčená;S34-01;Závažné ochorenia kože
l400;Psoriasis vulgaris;S34-01;Závažné ochorenia kože
l401;Generalizovaná pustulová psoriáza;S34-01;Závažné ochorenia kože
l402;Acrodermatitis continua suppurativa;S34-01;Závažné ochorenia kože
l403;Psoriasis pustulosa palmoplantaris;S34-01;Závažné ochorenia kože
l404;Psoriasis guttata;S34-01;Závažné ochorenia kože
l408;Iná psoriáza;S34-01;Závažné ochorenia kože
l409;Psoriáza, bližšie neurčená;S34-01;Závažné ochorenia kože
l410;Pityriasis lichenoides et varioliformis acuta;S34-01;Závažné ochorenia kože
l411;Pityriasis lichenoides chronica;S34-01;Závažné ochorenia kože
l412;Lymfomatoidná papulóza;S34-01;Závažné ochorenia kože
l413;Parapsoriáza malých plakov;S34-01;Závažné ochorenia kože
l414;Parapsoriáza veľkých plakov;S34-01;Závažné ochorenia kože
l415;Parapsoriáza s poikilodermiou;S34-01;Závažné ochorenia kože
l418;Iná parapsoriáza;S34-01;Závažné ochorenia kože
l419;Parapsoriáza, bližšie neurčená;S34-01;Závažné ochorenia kože
l430;Hypertrofický lichen ruber planus;S34-01;Závažné ochorenia kože
l431;Bulózny lichen ruber planus;S34-01;Závažné ochorenia kože
l432;Lichenoidná reakcia na lieky;S34-01;Závažné ochorenia kože
l433;Subakútny (aktívny) lichen ruber planus;S34-01;Závažné ochorenia kože
l438;Iný lichen ruber planus;S34-01;Závažné ochorenia kože
l439;Lichen ruber planus, bližšie neurčený;S34-01;Závažné ochorenia kože
l440;Pityriasis rubra pilaris;S34-01;Závažné ochorenia kože
l444;Detská papulárna akrodermatitída [Giannottiho-Crostiho syndróm];S34-01;Závažné ochorenia kože
l448;Iná papuloskvamózna choroba kože, bližšie určená;S34-01;Závažné ochorenia kože
l449;Papuloskvamózna choroba kože, bližšie neurčená;S34-01;Závažné ochorenia kože
l510;Nepľuzgierový multiformný erytém;S34-01;Závažné ochorenia kože
l511;Pľuzgierový multiformný erytém;S34-01;Závažné ochorenia kože
l5120;Toxická nekrolýza epidermy [Lyellov syndrom] s postihnutím menej ako 30 % povrchu tela;S34-01;Závažné ochorenia kože
l5121;Toxická nekrolýza epidermy [Lyellov syndrom] s postihnutím 30 % povrchu tela a viac;S34-01;Závažné ochorenia kože
l518;Iný multiformný erytém;S34-01;Závažné ochorenia kože
l519;Multiformný erytém, bližšie neurčený;S34-01;Závažné ochorenia kože
l52;Erythema nodosum;S34-01;Závažné ochorenia kože
l530;Toxický erytém;S34-01;Závažné ochorenia kože
l531;Erythema annulare centrifugum;S34-01;Závažné ochorenia kože
l532;Erythema marginatum;S34-01;Závažné ochorenia kože
l533;Iný chronický obrazcový erytém;S34-01;Závažné ochorenia kože
l538;Iná erytémová choroba, bližšie určená;S34-01;Závažné ochorenia kože
l539;Erytémová choroba, bližšie neurčená;S34-01;Závažné ochorenia kože
l571;Aktinický retikuloid;S34-01;Závažné ochorenia kože
l580;Akútna rádiodermatitída;S34-01;Závažné ochorenia kože
l589;Rádiodermatitída, bližšie neurčená;S34-01;Závažné ochorenia kože
l660;Pseudopelade Brocq;S34-01;Závažné ochorenia kože
l661;Lichen planopilaris;S34-01;Závažné ochorenia kože
l662;Folliculitis decalvans;S34-01;Závažné ochorenia kože
l663;Perifolliculitis capitis abscedens;S34-01;Závažné ochorenia kože
l664;Folliculitis ulerythematosa reticulata;S34-01;Závažné ochorenia kože
l668;Iná jazvová alopécia;S34-01;Závažné ochorenia kože
l669;Jazvová alopécia, bližšie neurčená;S34-01;Závažné ochorenia kože
l701;Acne conglobata;S34-01;Závažné ochorenia kože
l702;Acne varioliformis;S34-01;Závažné ochorenia kože
l703;Acne tropica;S34-01;Závažné ochorenia kože
l732;Hidradenitis suppurativa;S34-01;Závažné ochorenia kože
l83;Acanthosis nigricans;S34-01;Závažné ochorenia kože
l88;Pyoderma gangrenosum;S34-01;Závažné ochorenia kože
l920;Granuloma annulare;S34-01;Závažné ochorenia kože
l930;Diskoidný lupus erythematosus;S34-01;Závažné ochorenia kože
l931;Subakútny kožný lupus erythematosus;S34-01;Závažné ochorenia kože
l932;Iný lokálny lupus erythematosus;S34-01;Závažné ochorenia kože
l940;Sclerodermia circumscripta [Morphaea];S34-01;Závažné ochorenia kože
l941;Lineárna a pásovitá sklerodermia;S34-01;Závažné ochorenia kože
l942;Kalcinóza kože;S34-01;Závažné ochorenia kože
l945;Poikiloderma vasculare atrophicans;S34-01;Závažné ochorenia kože
l950;Livedoidná vaskulitída;S34-01;Závažné ochorenia kože
l951;Erythema elevatum et diutinum;S34-01;Závažné ochorenia kože
l958;Iná vaskulitída ohraničená na kožu;S34-01;Závažné ochorenia kože
l959;Vaskulitída ohraničená na kožu, bližšie neurčená;S34-01;Závažné ochorenia kože
l981;Dermatitis factitia (artefacta);S34-01;Závažné ochorenia kože
l982;Febrilná neutrofilná dermatóza (Sweetov syndróm);S34-01;Závažné ochorenia kože
m356;Recidivujúca panikulitída [Pfeifer-Weber-Christian choroba];S34-01;Závažné ochorenia kože
m7930;Panikulitída, bližšie neurčená, na viacerých miestach;S34-01;Závažné ochorenia kože
m7931;Panikulitída, bližšie neurčená, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S34-01;Závažné ochorenia kože
m7932;Panikulitída, bližšie neurčená, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S34-01;Závažné ochorenia kože
m7933;Panikulitída, bližšie neurčená, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S34-01;Závažné ochorenia kože
m7934;Panikulitída, bližšie neurčená, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S34-01;Závažné ochorenia kože
m7935;Panikulitída, bližšie neurčená, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S34-01;Závažné ochorenia kože
m7936;Panikulitída, bližšie neurčená, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S34-01;Závažné ochorenia kože
m7937;Panikulitída, bližšie neurčená, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S34-01;Závažné ochorenia kože
m7938;Panikulitída, bližšie neurčená, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S34-01;Závažné ochorenia kože
m7939;Panikulitída, bližšie neurčená:, miesto bližšie neurčené;S34-01;Závažné ochorenia kože
q800;Ichthyosis vulgaris;S34-01;Závažné ochorenia kože
q801;Ichtyóza viazaná na chromozóm X;S34-01;Závažné ochorenia kože
q802;Lamelárna ichtyóza;S34-01;Závažné ochorenia kože
q803;Vrodená bulózne ichtyoziformná erytrodermia;S34-01;Závažné ochorenia kože
q804;Ichtyosis congenita gravis [Harlekinfetus];S34-01;Závažné ochorenia kože
q808;Iná vrodená ichtyóza;S34-01;Závažné ochorenia kože
q809;Vrodená ichtyóza, bližšie neurčená;S34-01;Závažné ochorenia kože
q811;Letálna bulózna epidermolýza;S34-01;Závažné ochorenia kože
q812;Dystrofická bulózna epidermolýza;S34-01;Závažné ochorenia kože
q821;Xeroderma pigmentosum;S34-01;Závažné ochorenia kože
i830;Varixy dolných končatín s vredom;S34-03;Kožný vred
i832;Varixy dolných končatín s vredom a zápalom;S34-03;Kožný vred
l8900;Dekubitus 1. stupňa: Hlava;S34-03;Kožný vred
l8901;Dekubitus 1. stupňa: Horná končatina;S34-03;Kožný vred
l8902;Dekubitus 1. stupňa: Tŕňový výbežok;S34-03;Kožný vred
l8903;Dekubitus 1. stupňa: Lopata bedrovej kosti;S34-03;Kožný vred
l8904;Dekubitus 1. stupňa: Krížová oblasť;S34-03;Kožný vred
l8905;Dekubitus 1. stupňa: Sedacia oblasť;S34-03;Kožný vred
l8906;Dekubitus 1. stupňa: Trochanter;S34-03;Kožný vred
l8907;Dekubitus 1. stupňa: Päta;S34-03;Kožný vred
l8908;Dekubitus 1. stupňa: Iná oblasť dolnej končatiny;S34-03;Kožný vred
l8909;Dekubitus 1. stupňa: Bližšie neurčené miesto;S34-03;Kožný vred
l8910;Dekubitus 2. stupňa: Hlava;S34-03;Kožný vred
l8911;Dekubitus 2. stupňa: Horná končatina;S34-03;Kožný vred
l8912;Dekubitus 2. stupňa: Tŕňový výbežok;S34-03;Kožný vred
l8913;Dekubitus 2. stupňa: Lopata bedrovej kosti;S34-03;Kožný vred
l8914;Dekubitus 2. stupňa: Krížová oblasť;S34-03;Kožný vred
l8915;Dekubitus 2. stupňa: Sedacia oblasť;S34-03;Kožný vred
l8916;Dekubitus 2. stupňa: Trochanter;S34-03;Kožný vred
l8917;Dekubitus 2. stupňa: Päta;S34-03;Kožný vred
l8918;Dekubitus 2. stupňa: Iná oblasť dolnej končatiny;S34-03;Kožný vred
l8919;Dekubitus 2. stupňa: Bližšie neurčené miesto;S34-03;Kožný vred
l8920;Dekubitus 3. stupňa: Hlava;S34-03;Kožný vred
l8921;Dekubitus 3. stupňa: Horná končatina;S34-03;Kožný vred
l8922;Dekubitus 3. stupňa: Tŕňový výbežok;S34-03;Kožný vred
l8923;Dekubitus 3. stupňa: Lopata bedrovej kosti;S34-03;Kožný vred
l8924;Dekubitus 3. stupňa: Krížová oblasť;S34-03;Kožný vred
l8925;Dekubitus 3. stupňa: Sedacia oblasť;S34-03;Kožný vred
l8926;Dekubitus 3. stupňa: Trochanter;S34-03;Kožný vred
l8927;Dekubitus 3. stupňa: Päta;S34-03;Kožný vred
l8928;Dekubitus 3. stupňa: Iná oblasť dolnej končatiny;S34-03;Kožný vred
l8929;Dekubitus 3. stupňa: Bližšie neurčené miesto;S34-03;Kožný vred
l8930;Dekubitus 4. stupňa: Hlava;S34-03;Kožný vred
l8931;Dekubitus 4. stupňa: Horná končatina;S34-03;Kožný vred
l8932;Dekubitus 4. stupňa: Tŕňový výbežok;S34-03;Kožný vred
l8933;Dekubitus 4. stupňa: Lopata bedrovej kosti;S34-03;Kožný vred
l8934;Dekubitus 4. stupňa: Krížová oblasť;S34-03;Kožný vred
l8935;Dekubitus 4. stupňa: Sedacia oblasť;S34-03;Kožný vred
l8936;Dekubitus 4. stupňa: Trochanter;S34-03;Kožný vred
l8937;Dekubitus 4. stupňa: Päta;S34-03;Kožný vred
l8938;Dekubitus 4. stupňa: Iná oblasť dolnej končatiny;S34-03;Kožný vred
l8939;Dekubitus 4. stupňa: Bližšie neurčené miesto;S34-03;Kožný vred
l8990;Dekubitus, stupeň bližšie neurčený: Hlava;S34-03;Kožný vred
l8991;Dekubitus, stupeň bližšie neurčený: Horná končatina;S34-03;Kožný vred
l8992;Dekubitus, stupeň bližšie neurčený: Tŕňový výbežok;S34-03;Kožný vred
l8993;Dekubitus, stupeň bližšie neurčený: Lopata bedrovej kosti;S34-03;Kožný vred
l8994;Dekubitus, stupeň bližšie neurčený: Krížová oblasť;S34-03;Kožný vred
l8995;Dekubitus, stupeň bližšie neurčený: Sedacia oblasť;S34-03;Kožný vred
l8996;Dekubitus, stupeň bližšie neurčený: Trochanter;S34-03;Kožný vred
l8997;Dekubitus, stupeň bližšie neurčený: Päta;S34-03;Kožný vred
l8998;Dekubitus, stupeň bližšie neurčený: Iná oblasť dolnej končatiny;S34-03;Kožný vred
l8999;Dekubitus, stupeň bližšie neurčený: Bližšie neurčené miesto;S34-03;Kožný vred
l97;Vred predkolenia, nezatriedený inde;S34-03;Kožný vred
l984;Chronický vred kože, nezatriedený inde;S34-03;Kožný vred
a660;Primárna lézia pri frambézii;S34-05;Iné ochorenia kože, podkožia a slizníc II
a661;Mnohopočetné papilómy a vlhká plazivá frambézia;S34-05;Iné ochorenia kože, podkožia a slizníc II
a670;Pinta, primárne lézie;S34-05;Iné ochorenia kože, podkožia a slizníc II
a671;Pinta, stredne pokročilé lézie;S34-05;Iné ochorenia kože, podkožia a slizníc II
a672;Pinta, neskoré lézie;S34-05;Iné ochorenia kože, podkožia a slizníc II
a673;Pinta, zmiešané lézie;S34-05;Iné ochorenia kože, podkožia a slizníc II
a679;Pinta, bližšie neurčená;S34-05;Iné ochorenia kože, podkožia a slizníc II
b07;Vírusové bradavice [Verrucae];S34-04;Iné ochorenia kože, podkožia a slizníc
b081;Kontagiózne bradavice [Molluscum contagiosum];S34-04;Iné ochorenia kože, podkožia a slizníc
b350;Tinea barbae a tinea capitis;S34-05;Iné ochorenia kože, podkožia a slizníc II
b351;Tinea unguium;S34-05;Iné ochorenia kože, podkožia a slizníc II
b352;Tinea manuum;S34-05;Iné ochorenia kože, podkožia a slizníc II
b353;Tinea pedis;S34-05;Iné ochorenia kože, podkožia a slizníc II
b354;Tinea corporis;S34-05;Iné ochorenia kože, podkožia a slizníc II
b355;Tinea imbricata;S34-05;Iné ochorenia kože, podkožia a slizníc II
b356;Tinea cruris;S34-05;Iné ochorenia kože, podkožia a slizníc II
b358;Iná dermatofytóza;S34-05;Iné ochorenia kože, podkožia a slizníc II
b359;Dermatofytóza, bližšie neurčená;S34-05;Iné ochorenia kože, podkožia a slizníc II
b360;Pityriasis versicolor;S34-04;Iné ochorenia kože, podkožia a slizníc
b361;Tinea nigra;S34-05;Iné ochorenia kože, podkožia a slizníc II
b362;Piedra alba;S34-05;Iné ochorenia kože, podkožia a slizníc II
b363;Piedra nigra;S34-05;Iné ochorenia kože, podkožia a slizníc II
b368;Iná povrchová mykóza, bližšie určená;S34-05;Iné ochorenia kože, podkožia a slizníc II
b369;Povrchová mykóza, bližšie neurčená;S34-05;Iné ochorenia kože, podkožia a slizníc II
b372;Kandidóza kože a nechtov;S34-04;Iné ochorenia kože, podkožia a slizníc
b850;Pedikulóza zapríčinená Pediculus humanus capitis;S34-04;Iné ochorenia kože, podkožia a slizníc
b851;Pedikulóza zapríčinená Pediculus humanus corporis;S34-04;Iné ochorenia kože, podkožia a slizníc
b852;Pedikulóza, bližšie neurčená;S34-04;Iné ochorenia kože, podkožia a slizníc
b853;Ftirióza;S34-04;Iné ochorenia kože, podkožia a slizníc
b854;Zmiešaná pedikulóza a ftirióza;S34-04;Iné ochorenia kože, podkožia a slizníc
b86;Scabies;S34-04;Iné ochorenia kože, podkožia a slizníc
b870;Myióza kože;S34-05;Iné ochorenia kože, podkožia a slizníc II
b880;Iná akarióza;S34-05;Iné ochorenia kože, podkožia a slizníc II
b881;Tungióza;S34-05;Iné ochorenia kože, podkožia a slizníc II
b882;Iné zamorenie článkonožcami;S34-05;Iné ochorenia kože, podkožia a slizníc II
b883;Vonkajšia hirudinóza;S34-05;Iné ochorenia kože, podkožia a slizníc II
b889;Zamorenie bližšie neurčenými ektoparazitmi;S34-05;Iné ochorenia kože, podkožia a slizníc II
d040;Karcinóm in situ kože pery;S34-05;Iné ochorenia kože, podkožia a slizníc II
d042;Karcinóm in situ kože ucha a vonkajšieho zvukovodu;S34-05;Iné ochorenia kože, podkožia a slizníc II
d043;Karcinóm in situ kože iných a bližšie neurčených častí tváre;S34-05;Iné ochorenia kože, podkožia a slizníc II
d044;Karcinóm in situ kože vlasatej časti hlavy a krku;S34-05;Iné ochorenia kože, podkožia a slizníc II
d045;Karcinóm in situ kože trupu;S34-05;Iné ochorenia kože, podkožia a slizníc II
d046;Karcinóm in situ kože hornej končatiny vrátane pleca;S34-05;Iné ochorenia kože, podkožia a slizníc II
d047;Karcinóm in situ kože dolnej končatiny vrátane bedra;S34-05;Iné ochorenia kože, podkožia a slizníc II
d048;Karcinóm in situ kože na iných miestach;S34-05;Iné ochorenia kože, podkožia a slizníc II
d049;Karcinóm in situ kože, bližšie neurčený;S34-05;Iné ochorenia kože, podkožia a slizníc II
d170;Nezhubný lipomatózny nádor kože a podkožného tkaniva hlavy, tváre a krku;S34-05;Iné ochorenia kože, podkožia a slizníc II
d171;Nezhubný lipomatózny nádor kože a podkožného tkaniva trupu;S34-05;Iné ochorenia kože, podkožia a slizníc II
d172;Nezhubný lipomatózny nádor kože a podkožného tkaniva končatín;S34-05;Iné ochorenia kože, podkožia a slizníc II
d173;Nezhubný lipomatózny nádor kože a podkožného tkaniva na iných a bližšie neurčených miestach;S34-05;Iné ochorenia kože, podkožia a slizníc II
d177;Nezhubný lipomatózny nádor na inom mieste;S34-05;Iné ochorenia kože, podkožia a slizníc II
d179;Nezhubný lipomatózny nádor, bližšie neurčený;S34-05;Iné ochorenia kože, podkožia a slizníc II
d1800;Hemangióm bez bližšieho určenia miesta;S34-05;Iné ochorenia kože, podkožia a slizníc II
d1801;Hemangióm kože a podkožia;S34-05;Iné ochorenia kože, podkožia a slizníc II
d1808;Hemangióm na inom mieste;S34-05;Iné ochorenia kože, podkožia a slizníc II
d220;Melanocytový névus pery;S34-05;Iné ochorenia kože, podkožia a slizníc II
d222;Melanocytový névus ucha a vonkajšieho zvukovodu;S34-05;Iné ochorenia kože, podkožia a slizníc II
d223;Melanocytový névus iných a bližšie neurčených častí tváre;S34-05;Iné ochorenia kože, podkožia a slizníc II
d224;Melanocytový névus vlasovej časti hlavy a krku;S34-05;Iné ochorenia kože, podkožia a slizníc II
d225;Melanocytový névus trupu;S34-05;Iné ochorenia kože, podkožia a slizníc II
d226;Melanocytový névus hornej končatiny vrátane pleca;S34-05;Iné ochorenia kože, podkožia a slizníc II
d227;Melanocytový névus dolnej končatiny vrátane bedra;S34-05;Iné ochorenia kože, podkožia a slizníc II
d229;Melanocytový névus, bližšie neurčený;S34-05;Iné ochorenia kože, podkožia a slizníc II
d230;Iný nezhubný nádor kože pery;S34-05;Iné ochorenia kože, podkožia a slizníc II
d232;Iný nezhubný nádor kože ucha a vonkajšieho zvukovodu;S34-05;Iné ochorenia kože, podkožia a slizníc II
d233;Iný nezhubný nádor kože iných a bližšie neurčených častí tváre;S34-05;Iné ochorenia kože, podkožia a slizníc II
d234;Iný nezhubný nádor kože vlasovej časti hlavy a krku;S34-05;Iné ochorenia kože, podkožia a slizníc II
d235;Iný nezhubný nádor kože trupu;S34-05;Iné ochorenia kože, podkožia a slizníc II
d236;Iný nezhubný nádor kože hornej končatiny vrátane pleca;S34-05;Iné ochorenia kože, podkožia a slizníc II
d237;Iný nezhubný nádor kože dolnej končatiny vrátane bedra;S34-05;Iné ochorenia kože, podkožia a slizníc II
d239;Iný nezhubný nádor kože, bližšie neurčený;S34-05;Iné ochorenia kože, podkožia a slizníc II
d485;Nádor s neurčitým alebo neznámym správaním: koža;S34-05;Iné ochorenia kože, podkožia a slizníc II
h026;Xantelazma mihalnice;S34-04;Iné ochorenia kože, podkožia a slizníc
i781;Nenádorový névus;S34-04;Iné ochorenia kože, podkožia a slizníc
i890;Lymfedém, nezatriedený inde;S34-04;Iné ochorenia kože, podkožia a slizníc
i972;Postmastektomický lymfedém;S34-04;Iné ochorenia kože, podkožia a slizníc
l110;Získaná folikulová keratóza;S34-05;Iné ochorenia kože, podkožia a slizníc II
l111;Prechodná akantolytická dermatóza (Groverova);S34-05;Iné ochorenia kože, podkožia a slizníc II
l210;Seborea hlavy;S34-04;Iné ochorenia kože, podkožia a slizníc
l218;Iná seboroická dermatitída;S34-05;Iné ochorenia kože, podkožia a slizníc II
l219;Seboroická dermatitída, bližšie neurčená;S34-05;Iné ochorenia kože, podkožia a slizníc II
l22;Plienková dermatitída;S34-05;Iné ochorenia kože, podkožia a slizníc II
l230;Alergická kontaktná dermatitída zapríčinená kovmi;S34-05;Iné ochorenia kože, podkožia a slizníc II
l231;Alergická kontaktná dermatitída zapríčinená náplasťami;S34-05;Iné ochorenia kože, podkožia a slizníc II
l232;Alergická kontaktná dermatitída zapríčinená kozmetickými prípravkami;S34-05;Iné ochorenia kože, podkožia a slizníc II
l233;Alergická kontaktná dermatitída zapríčinená kontaktom kože s liekmi;S34-05;Iné ochorenia kože, podkožia a slizníc II
l235;Alergická kontaktná dermatitída zapríčinená inými chemickými látkami;S34-05;Iné ochorenia kože, podkožia a slizníc II
l236;Alergická kontaktná dermatitída zapríčinená kontaktom kože s potravinami;S34-05;Iné ochorenia kože, podkožia a slizníc II
l237;Alergická kontaktná dermatitída zapríčinená rastlinami okrem rastlinných potravín;S34-05;Iné ochorenia kože, podkožia a slizníc II
l240;Kontaktná dermatitída z podráždenia zapríčinená čistiacimi prostriedkami;S34-05;Iné ochorenia kože, podkožia a slizníc II
l241;Kontaktná dermatitída z podráždenia zapríčinená olejmi a tukmi;S34-05;Iné ochorenia kože, podkožia a slizníc II
l242;Kontaktná dermatitída z podráždenia zapríčinená rozpúšťadlami;S34-05;Iné ochorenia kože, podkožia a slizníc II
l243;Kontaktná dermatitída z podráždenia zapríčinená kozmetickými prípravkami;S34-05;Iné ochorenia kože, podkožia a slizníc II
l244;Kontaktná dermatitída z podráždenia zapríčinená kontaktom liekov s kožou;S34-05;Iné ochorenia kože, podkožia a slizníc II
l245;Kontaktná dermatitída z podráždenia zapríčinená inými chemickými látkami;S34-05;Iné ochorenia kože, podkožia a slizníc II
l246;Kontaktná dermatitída z podráždenia zapríčinená kontaktom potravy s kožou;S34-05;Iné ochorenia kože, podkožia a slizníc II
l247;Kontaktná dermatitída z podráždenia zapríčinená rastlinami okrem rastlinných potravín;S34-05;Iné ochorenia kože, podkožia a slizníc II
l250;Kontaktná dermatitída zapríčinená kozmetickými prípravkami, bližšie neurčená;S34-05;Iné ochorenia kože, podkožia a slizníc II
l251;Kontaktná dermatitída zapríčinená kontaktom liekov s kožou, bližšie neurčená;S34-05;Iné ochorenia kože, podkožia a slizníc II
